#station_name;latitude (dec. Degrees WGS84);longitude (dec. Degrees WGS84);altitude (m);;;;;;;;;;;;;;;
#Antisana_hors_glacier;-0.47376;-78.15348;4860;;;;;;;;;;;;;;;
#variable_code;variable_name;sensor_manufacturer;sensor_model;units;data_quality;;;;;;;;;;;;;
#Swinc;incoming shortwave radiation;kipp&zonen;CNR1;W.m-2;checked data;;;;;;;;;;;;;
#Swout;outgoing shortwave radiation;kipp&zonen;CNR1;W.m-2;checked data;;;;;;;;;;;;;
#Lwinc;incoming longwave radiation;kipp&zonen;CNR1;W.m-2;checked data;;;;;;;;;;;;;
#Lwout;outgoing longwave radiation;kipp&zonen;CNR1;W.m-2;checked data;;;;;;;;;;;;;
#albedo;albedo;kipp&zonen;CNR1;-;checked data;;;;;;;;;;;;;
#RH;ventilated relative humidity;vaisala;HMP45C;%;checked data;;;;;;;;;;;;;
#T;ventilated air temperature;vaisala;HMP45C;°C;checked data;;;;;;;;;;;;;
#Tnv;non ventilated air temperature;unknown;Pt100;°C;checked data;;;;;;;;;;;;;
#wind_speed;wind speed;young;5103;m.s-1;checked data;;;;;;;;;;;;;
#wind_direction;wind direction;young;5103;deg;checked data;;;;;;;;;;;;;
#Precipitation_Amount;cumulative_precipitations;Geonor;T-200B;mm;checked data;;;;;;;;;;;;;
#Precipitation_Rate;precipitation_rate_ over_ the_past_30_minutes;Davis;rain collector;mm;checked data;;;;;;;;;;;;;
#H_above_snow;distance_sensor_snow;Campbell;SR50;mm;checked data;;;;;;;;;;;;;
#Snow_depth;snow_depth;Campbell;SR50;mm;checked data;;;;;;;;;;;;;
#Ground_flux;Ground atmosphere flux;Hukseflux;HPF01;W.m-2;checked data;;;;;;;;;;;;;
#T_-3cm;ground_temperature_-3cm;unknown;thermocouple;°C;checked data;;;;;;;;;;;;;
#T_-10cm;ground_temperature_-10cm;unknown;thermocouple;°C;checked data;;;;;;;;;;;;;
#T_-30cm;ground_temperature_-30cm;unknown;thermocouple;°C;checked data;;;;;;;;;;;;;
 #date (GMT + 0);Swinc;Swout;albedo;Lwinc;Lwout;RH;T;Tnv;wind_speed;wind_direction;Precipitation_Amount;Precipitation_Rate;H_above_snow;Snow_depth;Ground_flux;T_-3cm;T_-10cm;T_-30cm
01/01/2006 5:00;0;0;-6999;316;316;93.1;-0.445;-1.005;5.007;22.35;412.2003125;0;1306;-6999;-16.53;1.666;3.964;3.967
01/01/2006 5:30;0;0;-6999;233;314;84.6;0.188;0.721;4.985;15.28;412.2003125;0;1306;-6999;-15.57;1.575;3.774;3.915
01/01/2006 6:00;0;0;-6999;229;312;78.7;0.75;0.874;4.199;57.11;411.5;0;1306;-6999;-14.74;1.484;3.607;3.866
01/01/2006 6:30;0;0;-6999;270;314;84.3;0.396;-0.031;5.162;36.12;412.4003125;0;1305;-6999;-13.93;1.402;3.465;3.824
01/01/2006 7:00;0;0;-6999;307;317;92;-0.277;-0.748;4.655;51.45;411.9003125;0;1305;-6999;-13.06;1.344;3.344;3.787
01/01/2006 7:30;0;0;-6999;314;318;95.5;-0.682;-1.263;4.029;12.92;412;0;1305;-6999;-12.33;1.292;3.225;3.74
01/01/2006 8:00;0;0;-6999;244;315;89.7;-1.078;-1.192;5.712;62.74;412.5;0;1305;-6999;-11.78;1.232;3.098;3.671
01/01/2006 8:30;0;0;-6999;226;314;78.5;-1.127;-1.015;6.03;24.41;412.5;0;1305;-6999;-11.4;1.164;2.983;3.606
01/01/2006 9:00;0;0;-6999;224;313;72.7;-1.028;-0.959;5.638;56.71;412.9003125;0;1305;-6999;-10.98;1.092;2.879;3.544
01/01/2006 9:30;0;0;-6999;232;313;73;-1.012;-1.04;4.985;48.38;412.2003125;0;1304;-6999;-10.55;1.025;2.791;3.491
01/01/2006 10:00;0;0;-6999;257;314;79.2;-0.978;-0.875;5.476;21.13;412.5;0;1303;-6999;-10.17;0.972;2.72;3.442
01/01/2006 10:30;0;0;-6999;217;311;63.73;-0.869;-0.752;5.07;85.4;412.1003125;0;1303;-6999;-9.81;0.931;2.657;3.397
01/01/2006 11:00;0;0;-6999;205;306;26.63;-0.542;-0.356;5.749;89.4;412.4003125;0;1303;-6999;-9.57;0.878;2.583;3.334
01/01/2006 11:30;3;3;-6999;212;307;27.18;-0.768;-0.627;5.23;38.95;412.1003125;0;1302;-6999;-9.28;0.84;2.533;3.291
01/01/2006 12:00;14;5;-6999;220;310;56.19;-0.923;-1.046;5.392;48.72;412.2003125;0;1300;-6999;-8.99;0.807;2.488;3.254
01/01/2006 12:30;20;6;-6999;207;308;44.59;-0.797;-0.673;5.872;20.94;412.4003125;0;1299;-6999;-8.76;0.774;2.438;3.215
01/01/2006 13:00;24;7;-6999;205;306;24.13;-0.8;-0.801;4.802;68.09;412.6003125;0;1297;-6999;-8.82;0.74;2.381;3.175
01/01/2006 13:30;336;35;-6999;202;308;18.49;-0.221;-0.046;5.978;64.17;413.9003125;0;1296;-6999;-9.07;0.718;2.334;3.143
01/01/2006 14:00;568;42;-6999;198;308;18.5;0.543;0.351;8.62;71.4;414.3003125;0;1295;-6999;-8.3;0.708;2.297;3.127
01/01/2006 14:30;663;46;-6999;198;314;20.65;0.964;0.863;5.795;65.82;414.8003125;0;1296;-6999;-7.75;0.67;2.266;3.117
01/01/2006 15:00;748;51;-6999;198;321;28.45;0.814;0.826;4.883;18.68;415.8003125;0;1299;-6999;-7.37;0.623;2.171;3.098
01/01/2006 15:30;831;60;-6999;203;333;27.98;0.359;0.471;6.443;15.54;415.1003125;0;1301;-6999;-7.14;0.768;2;3.062
01/01/2006 16:00;892;67;-6999;203;350;24.37;1.124;1.326;5.355;60.7;415.7003125;0;1303;-6999;17.08;3.821;1.977;3.019
01/01/2006 16:30;938;72;-6999;203;356;19.88;1.849;1.96;6.237;84.4;416;0;1307;-6999;69.26;7.61;2.144;2.988
01/01/2006 17:00;963;75;-6999;206;363;23.34;2.25;2.338;5.469;39.03;416.5;0;1308;-6999;68.3;9.76;2.496;2.969
01/01/2006 17:30;967;76;-6999;205;370;30.66;2.256;2.289;4.899;46.93;416.9003125;0;1307;-6999;73.2;11.67;3.009;2.938
01/01/2006 18:00;952;75;-6999;206;376;30.6;2.42;2.524;3.938;74.8;417.4003125;0;-6999;-6999;75.1;13.24;3.636;2.93
01/01/2006 18:30;922;73;-6999;204;376;34.06;2.281;2.426;4.152;29.46;417.9003125;0;1307;-6999;73.2;14.47;4.319;2.946
01/01/2006 19:00;874;69;-6999;202;376;32.95;2.5;2.689;4.01;316;418.8003125;0;1307;-6999;69.11;15.21;5.026;2.994
01/01/2006 19:30;810;64;-6999;197;372;28.56;2.546;2.654;3.489;2.553;419.1003125;0;1306;-6999;65.15;15.9;5.727;3.066
01/01/2006 20:00;731;57;-6999;196;367;30.39;2.32;2.539;3.382;78.4;417.9003125;0;1307;-6999;55.7;16.04;6.399;3.167
01/01/2006 20:30;644;51;-6999;193;360;28.36;2.452;2.682;3.449;346.3;417;0;1306;-6999;45;15.81;7.02;3.299
01/01/2006 21:00;544;43;-6999;191;351;27.5;2.486;2.472;3.427;303.9;416.3003125;0;1306;-6999;34.28;15.22;7.56;3.455
01/01/2006 21:30;434;33;-6999;188;339;22.11;2.437;2.482;2.991;9.74;416;0;1308;-6999;23.58;14.35;7.99;3.622
01/01/2006 22:00;315;22;-6999;191;322;18.49;1.825;1.846;4.119;49.85;414;0;1309;-6999;5.459;12.97;8.31;3.802
01/01/2006 22:30;195;18;-6999;194;313;16.48;1.736;1.451;4.515;0.095;411.5;0;1310;-6999;-20.56;10.84;8.5;3.988
01/01/2006 23:00;29;5;-6999;204;314;16.2;1.384;0.612;3.735;33.48;407.7003125;0;1309;-6999;-42.94;8.46;8.52;4.162
01/01/2006 23:30;3;3;-6999;210;313;14.88;0.26;-0.013;4.788;26.18;404;0;1310;-6999;-60.25;6.028;8.36;4.337
02/01/2006 0:00;0;0;-6999;215;314;27.59;-0.381;-0.431;3.799;36.76;401.4003125;0;1309;-6999;-51.79;4.509;8.01;4.492
02/01/2006 0:30;0;0;-6999;216;314;33.51;-0.763;-0.747;4.074;38.56;399.8003125;0;1309;-6999;-43.3;3.805;7.54;4.626
02/01/2006 1:00;0;0;-6999;214;313;26.7;-0.925;-0.906;4.445;64.09;398.7003125;0;1311;-6999;-37.71;3.32;7.04;4.736
02/01/2006 1:30;0;0;-6999;216;312;24.71;-1.121;-1.055;4.355;77.2;398;0;1309;-6999;-33.84;2.921;6.561;4.802
02/01/2006 2:00;0;0;-6999;219;312;34.23;-1.061;-1.076;3.811;54.25;397.5;0;1310;-6999;-30.49;2.587;6.142;4.849
02/01/2006 2:30;0;0;-6999;219;312;29.82;-1.461;-1.303;3.834;36.3;397.1003125;0;1311;-6999;-27.53;2.297;5.766;4.859
02/01/2006 3:00;0;0;-6999;220;312;42.72;-1.334;-1.359;3.743;12.75;396.7003125;0;1310;-6999;-25.17;2.049;5.436;4.851
02/01/2006 3:30;0;0;-6999;224;314;71.7;-1.956;-2.147;3.547;3.289;396.2003125;0;1308;-6999;-23.17;1.829;5.139;4.812
02/01/2006 4:00;0;0;-6999;232;316;88.1;-2.44;-2.515;3.702;41.84;396.2003125;0;1307;-6999;-21.54;1.66;4.882;4.767
02/01/2006 4:30;0;0;-6999;229;316;83.2;-2.571;-2.352;3.383;164.7;396.3003125;0;1306;-6999;-20.13;1.534;4.667;4.718
02/01/2006 5:00;0;0;-6999;221;313;59.79;-2.498;-2.133;3.632;47.83;397.1003125;0;1305;-6999;-18.89;1.408;4.446;4.642
02/01/2006 5:30;0;0;-6999;218;311;41.95;-2.298;-1.71;4.523;52.82;398.6003125;0;1304;-6999;-17.81;1.323;4.275;4.593
02/01/2006 6:00;0;0;-6999;216;308;29.65;-1.316;-1.129;5.258;38.31;400.2003125;0;1303;-6999;-16.89;1.245;4.124;4.546
02/01/2006 6:30;0;0;-6999;216;307;19.76;-1.319;-1.261;4.104;33.77;401;0;1301;-6999;-16.14;1.156;3.965;4.479
02/01/2006 7:00;0;0;-6999;218;307;21.29;-1.383;-1.317;4.098;34.24;401.2003125;0;1299;-6999;-15.66;1.084;3.823;4.416
02/01/2006 7:30;0;0;-6999;220;307;30.7;-1.62;-1.565;5.116;51.75;401.1003125;0;1297;-6999;-15.56;1.023;3.69;4.354
02/01/2006 8:00;0;0;-6999;220;307;29.64;-1.737;-1.629;5.482;54.4;401.1003125;0;1296;-6999;-16.16;0.97;3.568;4.293
02/01/2006 8:30;0;0;-6999;220;306;28.03;-1.848;-1.893;5.425;56.53;400.8003125;0;1296;-6999;-16.45;0.906;3.451;4.229
02/01/2006 9:00;0;0;-6999;219;305;22.98;-1.695;-1.684;5.672;33.93;400.7003125;0;1296;-6999;-26.23;0.795;3.342;4.169
02/01/2006 9:30;0;0;-6999;220;305;19.06;-1.65;-1.793;5.799;15.57;400.6003125;0;1296;-6999;-30.53;0.673;3.237;4.105
02/01/2006 10:00;0;0;-6999;221;305;24.27;-1.793;-2.001;5.736;30.74;400.3003125;0;1296;-6999;-31.95;0.536;3.141;4.051
02/01/2006 10:30;0;0;-6999;221;305;26.33;-2.018;-2.167;5.62;53.45;400.1003125;0;1295;-6999;-32.46;0.398;3.042;3.99
02/01/2006 11:00;0;0;-6999;224;305;26.13;-2.306;-2.461;5.943;30.86;399.6003125;0;1295;-6999;-32.84;0.21;2.943;3.931
02/01/2006 11:30;4;2;-6999;225;305;21.62;-2.221;-2.311;6.576;70.4;399.7003125;0;1295;-6999;-32.59;0.057;2.85;3.879
02/01/2006 12:00;15;3;-6999;225;306;21.49;-2.308;-2.303;6.16;62.14;399.8003125;0;1295;-6999;-31.73;-0.061;2.758;3.825
02/01/2006 12:30;21;4;-6999;223;305;20.14;-2.052;-2.11;6.543;58.97;400;0;1295;-6999;-30.52;-0.189;2.675;3.781
02/01/2006 13:00;25;5;-6999;223;305;22.35;-1.821;-1.995;6.302;56.27;400.2003125;0;1295;-6999;-29.41;-0.286;2.591;3.733
02/01/2006 13:30;321;28;-6999;221;314;26.54;-1.277;-1.335;5.649;30.07;402.4003125;0;1295;-6999;-22.74;-0.278;2.501;3.676
02/01/2006 14:00;544;39;-6999;215;316;35.06;-0.382;-0.394;5.099;49.49;406;0;-6999;-6999;-6.622;0.073;2.415;3.623
02/01/2006 14:30;638;42;-6999;213;321;38.93;0.183;0.28;4.067;46.57;409.1003125;0;1295;-6999;-3.936;0.201;2.349;3.583
02/01/2006 15:00;706;45;-6999;210;327;29.86;1.205;1.443;2.923;80.2;412.7003125;0;1297;-6999;-1.513;0.244;2.243;3.549
02/01/2006 15:30;769;50;-6999;223;339;28.76;1.97;2.133;2.577;28.23;416.2003125;0;1303;-6999;-0.178;0.29;2.04;3.52
02/01/2006 16:00;861;59;-6999;218;352;27.18;2.474;2.378;3.486;31.3;417.7003125;0;1305;-6999;68.15;0.403;2.097;3.5
02/01/2006 16:30;928;66;-6999;215;364;29.06;2.504;2.578;3.787;32.91;417.9003125;0;1306;-6999;89.1;3.955;2.374;3.41
02/01/2006 17:00;938;69;-6999;218;371;32.84;2.427;2.509;4.122;2.837;417.6003125;0;1305;-6999;88.5;8.91;2.783;3.349
02/01/2006 17:30;935;71;-6999;231;376;34.4;2.772;3.216;3.939;345.5;419;0;1306;-6999;92.5;12.11;3.193;3.305
02/01/2006 18:00;788;59;-6999;235;371;49.79;2.999;3.133;3.697;38.57;419.6003125;0;1305;-6999;87.4;14.08;3.773;3.279
02/01/2006 18:30;425;31;-6999;276;347;44.14;2.248;2.607;5.018;25.9;417.8003125;0;1306;-6999;45.9;13.67;4.459;3.273
02/01/2006 19:00;441;33;-6999;282;347;44.25;2.209;2.499;4.589;31.84;416.9003125;0;1305;-6999;31.54;12.32;5.142;3.304
02/01/2006 19:30;412;31;-6999;275;344;41.07;2.353;2.748;4.435;12.86;416.1003125;0;1306;-6999;28.82;11.77;5.654;3.354
02/01/2006 20:00;332;24;-6999;284;341;46.76;2.507;2.773;3.439;14.11;415.7003125;0;1306;-6999;22.76;11.22;6.01;3.422
02/01/2006 20:30;360;26;-6999;278;343;59.93;3.216;3.492;2.483;311.2;416.3003125;0;1307;-6999;27.05;11.17;6.281;3.523
02/01/2006 21:00;228;14;-6999;283;339;65.52;2.804;2.698;2.604;6.761;414.9003125;0;1306;-6999;26.5;11.32;6.481;3.632
02/01/2006 21:30;124;7;-6999;294;334;72.7;0.968;0.813;2.862;7.12;412.3003125;0;1306;-6999;7.93;10.49;6.658;3.75
02/01/2006 22:00;110;7;-6999;293;333;72.7;0.783;0.662;2.514;24.05;410.5;0;1305;-6999;-1.165;9.32;6.78;3.845
02/01/2006 22:30;78;5;-6999;271;327;66.59;0.482;0.346;3.169;53.94;409;0;1306;-6999;-10.46;8.31;6.823;3.946
02/01/2006 23:00;38;3;-6999;295;326;56.72;0.591;0.445;2.053;13.39;408.4003125;0;1306;-6999;-17.09;7.2;6.793;4.053
02/01/2006 23:30;5;1;-6999;261;319;61.14;0.605;0.433;3.239;49.85;407.3003125;0;1306;-6999;-24.69;6.208;6.682;4.147
03/01/2006 0:00;0;0;-6999;237;315;78;0.629;0.363;4;44.82;406.2003125;0;1306;-6999;-34.71;4.897;6.507;4.228
03/01/2006 0:30;0;0;-6999;254;316;80.6;0.174;0.203;3.7;26.63;406.1003125;0;1306;-6999;-36.08;3.816;6.273;4.301
03/01/2006 1:00;0;0;-6999;265;315;54.69;0.214;-0.016;4.054;27.01;406.5;0;1307;-6999;-32.87;3.152;5.997;4.377
03/01/2006 1:30;0;0;-6999;235;314;47.42;0.164;0.087;3.527;53.63;407;0;1306;-6999;-29.48;2.515;5.669;4.419
03/01/2006 2:00;0;0;-6999;241;314;62.37;0.1;0.353;3.168;30.99;407.5;0;1305;-6999;-25.31;2.285;5.341;4.449
03/01/2006 2:30;0;0;-6999;257;314;67.34;0.351;0.276;2.903;41.04;407.8003125;0;1306;-6999;-23.06;2.118;5.053;4.481
03/01/2006 3:00;0;0;-6999;261;314;65.48;0.113;0.069;3.162;33.99;408.1003125;0;1307;-6999;-21.09;1.956;4.771;4.475
03/01/2006 3:30;0;0;-6999;282;314;52.67;0.287;0.165;3.05;17.06;408.9003125;0;1308;-6999;-19.49;1.828;4.535;4.472
03/01/2006 4:00;0;0;-6999;266;312;42.24;0.217;-0.059;3.283;24.03;409.7003125;0;1308;-6999;-18.33;1.707;4.313;4.446
03/01/2006 4:30;0;0;-6999;277;313;46.96;0.055;-0.212;3.908;15.57;410.1003125;0;1308;-6999;-17.27;1.601;4.112;4.412
03/01/2006 5:00;0;0;-6999;286;313;54.42;0.144;-0.113;3.234;33.5;410.3003125;0;1307;-6999;-16.18;1.508;3.932;4.372
03/01/2006 5:30;0;0;-6999;269;314;66.57;-0.053;-0.224;0.87;0.118;409.8003125;0;1306;-6999;-15.27;1.416;3.762;4.317
03/01/2006 6:00;0;0;-6999;275;315;67.05;-0.185;0.027;1.871;32.27;409.7003125;0;1306;-6999;-14.47;1.347;3.621;4.27
03/01/2006 6:30;0;0;-6999;272;313;58.16;-0.085;-0.144;2.871;14.41;409.8003125;0;1305;-6999;-13.8;1.283;3.493;4.219
03/01/2006 7:00;0;0;-6999;272;312;38.32;-0.128;-0.387;3.144;39.22;410.4003125;0;1304;-6999;-13.19;1.227;3.38;4.172
03/01/2006 7:30;0;0;-6999;254;311;48.41;-0.296;-0.373;3.074;71.2;410.5;0;1303;-6999;-12.65;1.163;3.273;4.118
03/01/2006 8:00;0;0;-6999;252;312;58.15;-0.625;-0.515;2.214;19.68;409.9003125;0;1303;-6999;-12.17;1.087;3.157;4.049
03/01/2006 8:30;0;0;-6999;266;313;54.58;-0.58;-0.465;2.948;68.82;409.9003125;0;1303;-6999;-11.66;1.03;3.067;3.992
03/01/2006 9:00;0;0;-6999;251;312;54.34;-0.737;-0.736;2.437;83.7;409.6003125;0;1302;-6999;-11.25;0.972;2.978;3.932
03/01/2006 9:30;0;0;-6999;288;315;61.02;-0.866;-0.655;2.676;20.49;410;0;1302;-6999;-10.83;0.93;2.91;3.883
03/01/2006 10:00;0;0;-6999;288;314;63.26;-0.595;-0.715;2.906;104.8;410.2003125;0;1301;-6999;-10.43;0.907;2.856;3.845
03/01/2006 10:30;0;0;-6999;285;313;48.59;-0.55;-0.81;3.302;65.79;410.5;0;1301;-6999;-10.11;0.88;2.798;3.801
03/01/2006 11:00;0;0;-6999;260;312;55.48;-0.887;-1.219;2.599;44.97;410.2003125;0;1301;-6999;-9.85;0.849;2.738;3.75
03/01/2006 11:30;4;3;-6999;237;312;76.4;-1.176;-0.98;2.84;13.82;409.6003125;0;1300;-6999;-9.62;0.799;2.661;3.683
03/01/2006 12:00;16;4;-6999;237;313;79.3;-1.045;-1.043;3.572;34.21;409.4003125;0;1300;-6999;-9.38;0.763;2.6;3.63
03/01/2006 12:30;29;5;-6999;241;313;78.5;-0.963;-0.997;3.504;49.33;409.7003125;0;1300;-6999;-9.12;0.742;2.553;3.591
03/01/2006 13:00;31;5;-6999;229;312;77.2;-0.938;-0.755;3.111;24.82;410.1003125;0;1300;-6999;-8.9;0.723;2.508;3.556
03/01/2006 13:30;39;6;-6999;227;312;78.1;-0.809;-0.773;3.688;39.18;410.4003125;0;1300;-6999;-8.69;0.702;2.457;3.519
03/01/2006 14:00;293;21;-6999;227;315;82.7;-0.298;-0.283;3.594;351.1;411.6003125;0;1299;-6999;-8.46;0.69;2.415;3.484
03/01/2006 14:30;514;28;-6999;230;318;82.2;0.308;0.47;3.189;27.16;413;0;-6999;-6999;-8.28;0.653;2.37;3.456
03/01/2006 15:00;394;20;-6999;260;319;79.1;0.814;0.808;3.328;17.71;413.1003125;0;1303;-6999;-8.12;0.598;2.282;3.437
03/01/2006 15:30;416;24;-6999;277;329;77.6;0.945;1.108;2.922;0.875;413.8003125;0;1302;-6999;-7.92;0.648;2.178;3.438
03/01/2006 16:00;547;33;-6999;283;342;81.1;1.295;1.433;3.439;19.84;413.7003125;0;1304;-6999;4.341;1.468;2.176;3.413
03/01/2006 16:30;681;43;-6999;266;354;74.9;2.104;2.613;3.426;27.38;414;0;1304;-6999;69.55;5.332;2.241;3.382
03/01/2006 17:00;811;52;-6999;253;361;81.8;1.835;2.391;3.93;19.08;414.1003125;0;1304;-6999;80.6;8.64;2.433;3.358
03/01/2006 17:30;1051;71;-6999;236;378;76.9;2.684;3.219;4.034;224.8;414.3003125;0;1304;-6999;99.8;11.79;2.81;3.324
03/01/2006 18:00;692;45;-6999;241;366;60.55;4.274;4.357;1.854;272.2;414.3003125;0;1306;-6999;88.6;14.14;3.396;3.305
03/01/2006 18:30;716;46;-6999;255;364;61.27;5.236;5.444;2.653;227.3;414.1003125;0;1305;-6999;81.9;15.09;4.168;3.323
03/01/2006 19:00;595;38;-6999;272;354;70.1;4.504;4.573;2.781;78.9;414;0;1304;-6999;53.94;14.95;5.003;3.375
03/01/2006 19:30;751;49;-6999;246;367;72.9;4.868;4.993;3.394;313.3;414;0;1305;-6999;78.3;16.03;5.779;3.435
03/01/2006 20:00;115;4;-6999;298;339;92.1;2.241;1.98;2.861;346.3;413;0;1302;-6999;28.49;15.46;6.429;3.503
03/01/2006 20:30;180;11;-6999;289;340;90.8;1.66;1.726;2.457;276.1;412.7003125;0;1304;-6999;5.699;13.13;7.01;3.599
03/01/2006 21:00;236;14;-6999;289;342;88.9;1.977;1.818;2.244;308.7;412.7003125;0;1304;-6999;7.52;12.1;7.42;3.736
03/01/2006 21:30;135;7;-6999;299;337;91.1;2.017;1.769;2.756;293.4;412.5;0;1305;-6999;10.24;11.74;7.63;3.884
03/01/2006 22:00;107;6;-6999;307;336;95.8;1.393;1.229;1.991;333.5;412.4003125;0;1305;-6999;1.902;10.84;7.74;4.041
03/01/2006 22:30;52;3;-6999;289;330;94;1.367;1.212;2.208;214.1;412.2003125;0;1306;-6999;-5.175;10.04;7.79;4.204
03/01/2006 23:00;11;1;-6999;302;327;95.6;0.82;0.548;2.341;257.5;412;0;1307;-6999;-19.5;8.73;7.77;4.345
03/01/2006 23:30;2;0;-6999;311;328;97.2;0.581;0.331;1.093;343.8;412.1003125;0;1307;-6999;-19.46;7.8;7.68;4.483
04/01/2006 0:00;0;0;-6999;306;326;97.5;0.299;0.091;1.044;307.1;412.4003125;0;1308;-6999;-19.89;7.1;7.53;4.611
04/01/2006 0:30;0;0;-6999;314;326;97.9;0.503;-0.08;1.267;246;412.5;0;1308;-6999;-19.21;6.512;7.33;4.719
04/01/2006 1:00;0;0;-6999;313;326;98;0.099;-0.497;2.023;268;412.8003125;0;1308;-6999;-19.17;6.024;7.11;4.808
04/01/2006 1:30;0;0;-6999;262;321;97.7;-0.363;-0.839;0.917;96;412.4003125;0;1309;-6999;-23.77;5.429;6.875;4.875
04/01/2006 2:00;0;0;-6999;238;319;96.2;-1.026;-0.859;1.154;228.5;412.1003125;0;1308;-6999;-33.49;4.415;6.623;4.91
04/01/2006 2:30;0;0;-6999;236;321;93.8;-1.348;-0.695;1.042;298.1;411.9003125;0;1308;-6999;-36.91;3.46;6.365;4.946
04/01/2006 3:00;0;0;-6999;242;321;94.2;-1.668;-1.023;0.715;209.3;411.8003125;0;1310;-6999;-37.2;2.697;6.063;4.958
04/01/2006 3:30;0;0;-6999;272;322;94.3;-2.164;-1.541;0.361;294.6;411.8003125;0;1311;-6999;-29.59;2.387;5.746;4.972
04/01/2006 4:00;0;0;-6999;273;319;97.4;-1.834;-1.567;0.847;56.97;411.7003125;0;1308;-6999;-24.28;2.251;5.439;4.99
04/01/2006 4:30;0;0;-6999;262;320;95;-2.234;-1.644;0.518;230.4;411.7003125;0;1307;-6999;-22.8;2.075;5.141;4.968
04/01/2006 5:00;0;0;-6999;255;320;93.7;-2.546;-1.797;1.192;95.8;411.7003125;0;1308;-6999;-21.51;1.914;4.872;4.932
04/01/2006 5:30;0;0;-6999;242;321;90.3;-2.706;-1.732;1.537;186.8;411.7003125;0;1308;-6999;-20.42;1.769;4.623;4.878
04/01/2006 6:00;0;0;-6999;286;318;96.1;-2.503;-2.209;1.33;136.2;411.7003125;0;1309;-6999;-19.36;1.665;4.414;4.837
04/01/2006 6:30;0;0;-6999;295;319;91.3;-2.938;-2.477;0.638;137.7;411.7003125;0;1308;-6999;-18;1.559;4.216;4.78
04/01/2006 7:00;0;0;-6999;298;321;88.9;-3.407;-2.212;0.991;90.5;411.7003125;0;1308;-6999;-17.16;1.449;4.026;4.706
04/01/2006 7:30;0;0;-6999;307;322;92.7;-3.027;-1.982;0.994;170.3;411.7003125;0;1307;-6999;-16.24;1.379;3.879;4.659
04/01/2006 8:00;0;0;-6999;305;320;95.2;-2.547;-2.28;1.75;155.7;411.7003125;0;1307;-6999;-15.4;1.326;3.749;4.611
04/01/2006 8:30;0;0;-6999;304;317;94.9;-2.522;-2.79;2.8;144.1;411.7003125;0;1306;-6999;-14.72;1.265;3.624;4.552
04/01/2006 9:00;0;0;-6999;306;318;91.7;-2.908;-2.347;0.879;81.2;411.6003125;0;1304;-6999;-14.19;1.179;3.489;4.468
04/01/2006 9:30;0;0;-6999;306;319;88.6;-3.385;-2.538;0.877;89.8;411.5;0;1303;-6999;-13.65;1.097;3.366;4.385
04/01/2006 10:00;0;0;-6999;309;318;91.9;-3.545;-3.056;1.848;104.5;411.6003125;0;1303;-6999;-13.15;1.036;3.271;4.319
04/01/2006 10:30;0;0;-6999;310;318;93.4;-3.668;-3.448;1.699;154.5;411.5;0;1302;-6999;-12.7;0.984;3.195;4.263
04/01/2006 11:00;0;0;-6999;312;318;95.4;-3.564;-2.856;1.529;114.8;411.5;0;1301;-6999;-12.3;0.937;3.122;4.201
04/01/2006 11:30;3;4;-6999;312;317;90.4;-3.472;-2.244;1.794;62.17;411.5;0;1301;-6999;-11.94;0.887;3.052;4.135
04/01/2006 12:00;18;5;-6999;312;318;88.7;-3.229;-2.381;1.263;105.7;411.6003125;0;1301;-6999;-11.58;0.851;2.987;4.076
04/01/2006 12:30;44;7;-6999;312;319;88;-2.971;-2.274;2.001;97.8;411.7003125;0;1300;-6999;-11.19;0.815;2.923;4.029
04/01/2006 13:00;59;8;-6999;310;320;84.3;-2.424;-1.986;1.461;57.24;411.9003125;0;1299;-6999;-10.83;0.788;2.859;3.982
04/01/2006 13:30;368;16;-6999;300;320;85.8;-1.508;-0.792;1.055;349.9;413.2003125;0;1300;-6999;-10.47;0.757;2.79;3.928
04/01/2006 14:00;80;1;-6999;303;314;90.2;0.11;-1.028;0.908;255.1;413.2003125;0;1301;-6999;-10.2;0.739;2.747;3.929
04/01/2006 14:30;84;2;-6999;310;318;92.5;-0.205;-1.313;0.869;354.6;413.1003125;0;1300;-6999;-9.9;0.74;2.684;3.903
04/01/2006 15:00;472;20;-6999;278;327;89.7;-0.225;-0.02;1.8;1.632;413.8003125;0;1301;-6999;-9.68;0.719;2.609;3.863
04/01/2006 15:30;618;28;-6999;240;336;75;1.803;1.916;2.453;1.561;413.4003125;0;1303;-6999;-8.51;0.927;2.464;3.81
04/01/2006 16:00;313;13;-6999;282;333;81;1.528;1.458;1.508;36.98;413.3003125;0;1307;-6999;29.09;3.039;2.457;3.8
04/01/2006 16:30;298;12;-6999;289;336;80.2;1.974;1.863;2.072;292.4;413.3003125;0;1306;-6999;46.74;5.488;2.571;3.777
04/01/2006 17:00;87;1;-6999;304;328;91.4;0.887;0.177;1.603;293.2;413.2003125;0;1307;-6999;24.88;6.079;2.779;3.719
04/01/2006 17:30;116;4;-6999;307;331;93.6;0.674;0.113;1.568;289.3;413.1003125;0;1308;-6999;16.29;5.715;3.073;3.665
04/01/2006 18:00;70;13;-6999;313;317;93.5;0.661;-0.362;1.818;14.09;413.9003125;0;1309;-6999;-7.79;4.973;3.355;3.633
